customer_id,customer_name,age,gender,country,email,product,quantity,price,payment_method,order_date,delivery_date
315,JOHN DOE 315,22,female,ng,user315email.com,Keyboard,9999,-100,,01-15-26,20/01/2026
316,,25,male,U.S.A,user316email.com,Keyboard,5,120,CARD,01-15-26,
317,,250,,U.S.A,user317@email.com,,9999,,,15/01/2026,10/01/2026
318,John Doe 318,,,USA,user318@email.com,Monitor,1,120,,15/01/2026,10/01/2026
319, john doe 319 ,35,F,US,user319@email.com,Mouse,10,,Transfer,yesterday,
320,JOHN DOE 320,30,Male,US,user320email.com,Laptop,9999,,CARD,01-15-26,10/01/2026
321,John Doe 321,35,,U.S.A,,,5,500,CARD,15/01/2026,invalid-date
321,,22,F,US,user322email.com,Monitor,5,-100,CARD,,invalid-date
323,,Twenty Eight,female,United States,user323@email.com,,10,$200,Card,,20/01/2026
324,JOHN DOE 324,Twenty Eight,Female,U.S.A,user324email.com,Mouse,2,,,01-15-26,invalid-date
324,JOHN DOE 325,35,female,US,user325@email.com,Keyboard,1,$200,Transfer,01-15-26,10/01/2026
326, john doe 326 ,22,M,United States,user326email.com,Laptop,5,,Transfer,15/01/2026,
327, john doe 327 ,30,female,US,USER327@EMAIL.COM,,10,120,Cash,01-15-26,20/01/2026
328,,-5,male,US,,Phone,10,-100,cash,yesterday,20/01/2026
329, john doe 329 ,25,F,US,USER329@EMAIL.COM,Mouse,-2,-100,Transfer,yesterday,20/01/2026
330,JOHN DOE 330,30,Male,USA,user330email.com,Keyboard,0,120,Cash,15/01/2026,
330,,35,,US,USER331@EMAIL.COM,Keyboard,3,120,Transfer,yesterday,20/01/2026
332,John Doe 332,22,Male,NIGERIA,user332email.com,,1,500,CARD,01-15-26,20/01/2026
333, john doe 333 ,35,male,ng,,Laptop,0,-100,Cash,15/01/2026,20/01/2026
333,JOHN DOE 334,40,Female,U.S.A,user334email.com,,9999,,Transfer,yesterday,10/01/2026
335,John Doe 335,22,F,NIGERIA,user335@email.com,,5,500,,15/01/2026,10/01/2026
336,John Doe 336,22,Male,USA,,,-2,-100,Card,,20/01/2026
337, john doe 337 ,250,Male,United States,,Keyboard,9999,$200,,15/01/2026,invalid-date
338,JOHN DOE 338,25,male,ng,,Laptop,10,120,Transfer,yesterday,20/01/2026
338,JOHN DOE 339,35,M,USA,user339email.com,Mouse,5,-100,Transfer,,10/01/2026
340,John Doe 340,35,,U.S.A,user340@email.com,Laptop,9999,,,15/01/2026,20/01/2026
341,JOHN DOE 341,,,USA,,Laptop,2,99.99,,01-15-26,10/01/2026
342,John Doe 342,30,Male,USA,,,1,-100,CARD,01-15-26,invalid-date
343,JOHN DOE 343,30,M,USA,user343@email.com,Keyboard,0,,Transfer,yesterday,invalid-date
344, john doe 344 ,Twenty Eight,Male,ng,USER344@EMAIL.COM,Phone,10,$200,Card,yesterday,
345, john doe 345 ,250,,US,user345email.com,Laptop,9999,150 USD,Transfer,15/01/2026,
346,JOHN DOE 346,Twenty Eight,male,US,user346@email.com,,1,99.99,,01-15-26,invalid-date
347,John Doe 347,35,M,Nigeria,,,9999,,Transfer,yesterday,10/01/2026
348,JOHN DOE 348,Twenty Eight,Male,Nigeria,USER348@EMAIL.COM,Phone,3,99.99,cash,yesterday,invalid-date
348,John Doe 349,250,,US,,Monitor,-2,500,Card,15/01/2026,
350,John Doe 350,Twenty Eight,female,Nigeria,user350@email.com,Mouse,1,99.99,CARD,yesterday,
351,,Twenty Eight,,NIGERIA,,,0,,Cash,15/01/2026,10/01/2026
352,JOHN DOE 352,Twenty Eight,F,NIGERIA,user352email.com,Laptop,2,99.99,Card,15/01/2026,20/01/2026
353, john doe 353 ,30,male,ng,user353email.com,Keyboard,9999,120,CARD,yesterday,20/01/2026
354,,Twenty Eight,,NIGERIA,user354@email.com,Mouse,5,,cash,15/01/2026,
354,,30,,Nigeria,,,9999,50,CARD,,20/01/2026
355,,30,Female,United States,,Keyboard,3,99.99,Cash,yesterday,invalid-date
357,,40,F,NIGERIA,,,9999,120,cash,15/01/2026,
358, john doe 358 ,35,F,NIGERIA,user358email.com,Laptop,5,500,,,invalid-date
359,,-5,male,USA,,Keyboard,9999,$200,CARD,,invalid-date
360, john doe 360 ,22,Male,NIGERIA,user360email.com,,1,500,Cash,01-15-26,10/01/2026
361,,35,,U.S.A,,Mouse,1,,,yesterday,20/01/2026
362,John Doe 362,40,female,U.S.A,user362email.com,Mouse,1,$200,,yesterday,
363,,Twenty Eight,M,NIGERIA,USER363@EMAIL.COM,Laptop,5,,CARD,,10/01/2026
364, john doe 364 ,30,M,Nigeria,user364email.com,,2,$200,Cash,15/01/2026,
365,,22,Male,ng,USER365@EMAIL.COM,,0,150 USD,cash,15/01/2026,20/01/2026
366, john doe 366 ,40,male,ng,,Mouse,9999,,CARD,15/01/2026,invalid-date
367,JOHN DOE 367,250,F,United States,USER367@EMAIL.COM,Phone,-2,99.99,,01-15-26,10/01/2026
368,,,Female,USA,,,9999,50,Cash,15/01/2026,invalid-date
369,,250,,US,user369@email.com,Laptop,2,$200,Cash,01-15-26,invalid-date
370,John Doe 370,35,Female,NIGERIA,,,0,99.99,,15/01/2026,10/01/2026
371,John Doe 371,35,,NIGERIA,user371@email.com,Monitor,-2,99.99,Card,15/01/2026,
372,,25,Female,United States,,Keyboard,2,50,Transfer,15/01/2026,invalid-date
373,,Twenty Eight,Male,NIGERIA,,,-2,$200,cash,01-15-26,20/01/2026
374,,25,male,United States,user374email.com,,1,99.99,Transfer,01-15-26,20/01/2026
375, john doe 375 ,250,,ng,,,-2,50,,yesterday,10/01/2026
376,John Doe 376,,Male,USA,user376@email.com,Mouse,10,120,cash,01-15-26,invalid-date
376,,250,M,U.S.A,USER377@EMAIL.COM,Phone,2,-100,CARD,15/01/2026,invalid-date
377,,40,male,United States,,,5,99.99,Card,15/01/2026,20/01/2026
379, john doe 379 ,40,Female,USA,user379email.com,Monitor,2,500,cash,,
380,,25,M,Nigeria,user380email.com,Mouse,5,,Cash,yesterday,
381,,-5,female,ng,USER381@EMAIL.COM,Monitor,-2,120,CARD,15/01/2026,invalid-date
381,,-5,male,U.S.A,user382email.com,,9999,150 USD,cash,yesterday,invalid-date
383,John Doe 383,25,Male,ng,user383email.com,Mouse,10,120,,,10/01/2026
383, john doe 384 ,22,F,US,,Phone,-2,500,,15/01/2026,invalid-date
385,,40,Male,NIGERIA,,Phone,3,150 USD,,,20/01/2026
386,,30,F,USA,,Phone,3,150 USD,,15/01/2026,10/01/2026
387, john doe 387 ,Twenty Eight,F,US,USER387@EMAIL.COM,Keyboard,5,99.99,Transfer,01-15-26,invalid-date
388,,22,,United States,user388email.com,Mouse,1,,,15/01/2026,invalid-date
389,,25,,Nigeria,user389email.com,Laptop,10,$200,cash,15/01/2026,
390, john doe 390 ,30,M,U.S.A,,Phone,9999,120,Cash,15/01/2026,20/01/2026
390,,25,Female,Nigeria,,Phone,5,$200,,01-15-26,20/01/2026
392, john doe 392 ,250,Male,Nigeria,,Phone,1,500,Card,15/01/2026,10/01/2026
393,JOHN DOE 393,30,male,U.S.A,,Keyboard,10,120,cash,,
394,,Twenty Eight,M,Nigeria,,,9999,120,cash,15/01/2026,
394,,40,M,USA,USER395@EMAIL.COM,Laptop,3,,CARD,yesterday,20/01/2026
395,,,Male,ng,USER396@EMAIL.COM,Mouse,-2,120,cash,,20/01/2026
396,JOHN DOE 397,25,Male,NIGERIA,,Mouse,2,150 USD,Transfer,15/01/2026,20/01/2026
398,JOHN DOE 398,35,,ng,,Phone,9999,$200,,01-15-26,20/01/2026
399,,25,male,Nigeria,user399@email.com,Laptop,10,$200,Transfer,01-15-26,10/01/2026
399,,35,female,United States,USER400@EMAIL.COM,,0,$200,cash,01-15-26,20/01/2026
400, john doe 401 ,250,F,Nigeria,,Mouse,0,-100,Transfer,yesterday,10/01/2026
402,,40,M,USA,user402@email.com,Phone,10,,cash,yesterday,10/01/2026
403, john doe 403 ,250,,Nigeria,user403@email.com,Keyboard,0,50,Card,15/01/2026,
404,,25,,Nigeria,,,10,500,cash,01-15-26,20/01/2026
405,,40,female,U.S.A,user405@email.com,Laptop,1,120,,yesterday,
406, john doe 406 ,,male,United States,USER406@EMAIL.COM,,5,120,Transfer,15/01/2026,invalid-date
407,John Doe 407,-5,male,Nigeria,,Monitor,-2,$200,,,10/01/2026
408,,,,Nigeria,,Laptop,0,,Cash,01-15-26,10/01/2026
409,JOHN DOE 409,30,male,ng,,Mouse,-2,99.99,Cash,,20/01/2026
410,,,,Nigeria,USER410@EMAIL.COM,,10,150 USD,Card,yesterday,
411,JOHN DOE 411,Twenty Eight,,United States,USER411@EMAIL.COM,Mouse,2,-100,cash,15/01/2026,
412,John Doe 412,22,M,US,,Monitor,10,500,Cash,01-15-26,20/01/2026
413, john doe 413 ,35,female,U.S.A,USER413@EMAIL.COM,Phone,10,120,CARD,15/01/2026,
413,,35,Male,ng,user414@email.com,,0,120,cash,15/01/2026,20/01/2026
415,,22,M,ng,,Mouse,9999,,Cash,,invalid-date
416,,250,F,US,,,5,120,,15/01/2026,
417,John Doe 417,30,Female,US,user417email.com,Mouse,9999,99.99,Card,,
418,,-5,F,United States,USER418@EMAIL.COM,Phone,0,-100,Transfer,15/01/2026,invalid-date
419,,250,M,Nigeria,,Phone,5,$200,cash,01-15-26,invalid-date
420, john doe 420 ,35,M,US,,,2,-100,Card,15/01/2026,
421,JOHN DOE 421,30,Male,US,,Laptop,-2,150 USD,,15/01/2026,invalid-date
421,JOHN DOE 422,30,female,United States,user422@email.com,Monitor,1,500,cash,01-15-26,
423,,,Female,Nigeria,user423@email.com,Mouse,10,,,15/01/2026,
423,,,male,US,,Mouse,3,-100,Cash,01-15-26,invalid-date
424,John Doe 425,Twenty Eight,male,U.S.A,,Monitor,3,120,CARD,01-15-26,
425,JOHN DOE 426,-5,,US,user426email.com,Phone,0,-100,CARD,01-15-26,
427,,22,male,USA,USER427@EMAIL.COM,Laptop,3,500,Transfer,01-15-26,20/01/2026
428,,,M,USA,user428@email.com,,1,50,Transfer,yesterday,20/01/2026
429,,40,M,USA,USER429@EMAIL.COM,Laptop,5,500,,01-15-26,
429, john doe 430 ,-5,M,Nigeria,,Mouse,0,150 USD,Transfer,yesterday,invalid-date
430,JOHN DOE 431,250,F,US,user431@email.com,Monitor,10,,CARD,yesterday,10/01/2026
432,,40,Male,NIGERIA,user432email.com,Keyboard,1,50,,,10/01/2026
433,John Doe 433,Twenty Eight,F,U.S.A,,Keyboard,10,50,cash,yesterday,invalid-date
434,JOHN DOE 434,250,male,US,,,-2,500,CARD,15/01/2026,
435,John Doe 435,,M,U.S.A,,Monitor,10,-100,Card,,invalid-date
436,John Doe 436,Twenty Eight,M,USA,USER436@EMAIL.COM,Mouse,9999,-100,Card,,
437, john doe 437 ,30,male,U.S.A,,Laptop,2,-100,Transfer,01-15-26,10/01/2026
437,John Doe 438,35,F,USA,user438email.com,,0,$200,,01-15-26,
438, john doe 439 ,30,Female,ng,,Monitor,1,-100,,yesterday,20/01/2026
440,John Doe 440,250,Female,US,,,1,99.99,,15/01/2026,
441,John Doe 441,25,male,United States,user441email.com,Keyboard,5,150 USD,,yesterday,invalid-date
442,,40,F,USA,user442@email.com,Phone,5,,,15/01/2026,10/01/2026
442,,40,M,United States,user443@email.com,,2,$200,Card,15/01/2026,20/01/2026
444,JOHN DOE 444,35,M,NIGERIA,user444@email.com,Mouse,3,150 USD,,15/01/2026,invalid-date
445,,25,Female,USA,,,3,150 USD,Transfer,15/01/2026,invalid-date
446,,-5,,U.S.A,,Mouse,3,-100,CARD,15/01/2026,
447,John Doe 447,,M,US,,Monitor,0,,,yesterday,invalid-date
448,,40,F,ng,USER448@EMAIL.COM,Mouse,0,150 USD,CARD,15/01/2026,
449,,-5,female,United States,,Keyboard,2,$200,,15/01/2026,
450, john doe 450 ,-5,Male,U.S.A,user450@email.com,Laptop,2,99.99,Transfer,,20/01/2026
451,John Doe 451,35,F,U.S.A,,Mouse,2,50,,,
452,JOHN DOE 452,25,,ng,,Monitor,1,500,,yesterday,20/01/2026
453,,22,male,USA,user453@email.com,,10,50,CARD,15/01/2026,invalid-date
454,,,,NIGERIA,,Laptop,-2,500,,15/01/2026,10/01/2026
454,,-5,F,NIGERIA,USER455@EMAIL.COM,Phone,9999,$200,cash,15/01/2026,10/01/2026
455,,Twenty Eight,F,Nigeria,user456email.com,Phone,0,,cash,,invalid-date
456,,,,USA,user457email.com,,5,$200,Card,,invalid-date
458, john doe 458 ,40,F,USA,user458email.com,,1,120,,01-15-26,20/01/2026
459, john doe 459 ,40,female,United States,user459email.com,Mouse,3,99.99,CARD,15/01/2026,
460,John Doe 460,35,F,ng,,Keyboard,10,-100,CARD,15/01/2026,
461,JOHN DOE 461,Twenty Eight,F,ng,user461@email.com,Keyboard,2,-100,Transfer,15/01/2026,
462,JOHN DOE 462,25,M,United States,user462email.com,Mouse,5,50,,yesterday,20/01/2026
463, john doe 463 ,35,,United States,,,3,50,Transfer,yesterday,
464,,30,,United States,,Laptop,3,,Transfer,15/01/2026,
465,,,,NIGERIA,,Mouse,-2,120,CARD,15/01/2026,
466,,,male,USA,,,5,500,Transfer,15/01/2026,invalid-date
467,JOHN DOE 467,250,M,United States,user467email.com,Mouse,0,,,15/01/2026,invalid-date
468, john doe 468 ,Twenty Eight,male,USA,USER468@EMAIL.COM,,3,150 USD,Card,15/01/2026,10/01/2026
469,,35,,USA,user469@email.com,Monitor,3,-100,CARD,15/01/2026,invalid-date
469,,,M,NIGERIA,,,5,500,,,invalid-date
471, john doe 471 ,22,female,USA,user471@email.com,Keyboard,-2,50,,01-15-26,10/01/2026
472,JOHN DOE 472,22,,U.S.A,user472@email.com,Keyboard,2,$200,cash,01-15-26,invalid-date
473,,25,,Nigeria,USER473@EMAIL.COM,,0,150 USD,Card,,20/01/2026
474,John Doe 474,22,F,NIGERIA,,Monitor,5,-100,Cash,01-15-26,
475,,40,female,U.S.A,,Phone,5,-100,Cash,15/01/2026,invalid-date
476,,250,M,US,,Monitor,3,99.99,cash,yesterday,10/01/2026
477, john doe 477 ,-5,female,NIGERIA,,,9999,120,cash,15/01/2026,10/01/2026
478,,30,male,U.S.A,user478email.com,Monitor,-2,120,,,10/01/2026
478,JOHN DOE 479,30,M,ng,user479email.com,Phone,1,,Card,yesterday,
480,,30,Female,U.S.A,,,3,50,Card,,invalid-date
481,,-5,,US,user481email.com,Phone,2,150 USD,CARD,15/01/2026,
481, john doe 482 ,35,Female,ng,user482email.com,Phone,5,50,Card,yesterday,20/01/2026
482,,30,Male,Nigeria,USER483@EMAIL.COM,,9999,150 USD,,01-15-26,
484,,250,,ng,,Laptop,0,$200,CARD,,20/01/2026
485, john doe 485 ,,female,US,,Keyboard,-2,50,Cash,,
486,,40,M,US,,,9999,120,,yesterday,invalid-date
486,JOHN DOE 487,Twenty Eight,,USA,,Phone,2,99.99,Transfer,15/01/2026,10/01/2026
488,John Doe 488,35,male,NIGERIA,USER488@EMAIL.COM,Keyboard,9999,99.99,,01-15-26,invalid-date
488,John Doe 489,-5,M,United States,,Mouse,2,$200,,,10/01/2026
490,JOHN DOE 490,30,,United States,,,3,120,CARD,15/01/2026,20/01/2026
490,,25,,Nigeria,user491@email.com,,3,500,Card,15/01/2026,invalid-date
491,,Twenty Eight,male,Nigeria,,Mouse,5,500,Card,,
493,JOHN DOE 493,35,Male,U.S.A,USER493@EMAIL.COM,,10,500,Card,15/01/2026,10/01/2026
494, john doe 494 ,40,female,Nigeria,,,0,99.99,,15/01/2026,20/01/2026
495,JOHN DOE 495,,F,United States,user495@email.com,Keyboard,3,150 USD,,,invalid-date
496,JOHN DOE 496,25,F,Nigeria,USER496@EMAIL.COM,Keyboard,-2,99.99,cash,01-15-26,
497,,35,F,United States,,Mouse,5,50,cash,15/01/2026,20/01/2026
498,,-5,Female,NIGERIA,,Monitor,3,150 USD,CARD,,
498,,22,Male,United States,USER499@EMAIL.COM,Monitor,2,50,cash,yesterday,20/01/2026
500,JOHN DOE 500,35,F,ng,user500@email.com,Laptop,1,500,Card,01-15-26,invalid-date
