customer_id,name,age,gender,country,email,signup_date
2949,John Doe 2949,45,F,US,user2949@mail.com,01/01/2025
2949,John Doe 2950,250,female,USA,user2950@mail.com,yesterday
2951, john doe 2951 ,Thirty,F,Nigeria,,01/01/2025
2952,JOHN DOE 2952,,Female,U.S.A,,yesterday
2953,John Doe 2953,45,,USA,user2953@mail.com,01/01/2025
2953,,250,Male,NIGERIA,user2954@mail.com,
2954,,22,male,Nigeria,,
2955,JOHN DOE 2956,22,Female,United States,,yesterday
2957, john doe 2957 ,Thirty,Female,Nigeria,user2957mail.com,yesterday
2958, john doe 2958 ,22,Male,United States,,
2958, john doe 2959 ,45,F,USA,USER2959@MAIL.COM,01/01/2025
2960,John Doe 2960,22,,US,,yesterday
2961, john doe 2961 ,-5,M,U.S.A,user2961@mail.com,
2962, john doe 2962 ,250,Male,NIGERIA,USER2962@MAIL.COM,01/01/2025
2963, john doe 2963 ,45,F,ng,user2963@mail.com,01/01/2025
2964,John Doe 2964,250,Male,NIGERIA,,01/01/2025
2965, john doe 2965 ,22,,Nigeria,user2965mail.com,01/01/2025
2966, john doe 2966 ,22,male,United States,,
2967, john doe 2967 ,250,Male,U.S.A,user2967mail.com,
2968,,250,,U.S.A,,01/01/2025
2969, john doe 2969 ,250,,U.S.A,USER2969@MAIL.COM,
2970, john doe 2970 ,,Female,United States,USER2970@MAIL.COM,01/01/2025
2971,,45,F,Nigeria,USER2971@MAIL.COM,01/01/2025
2972,,-5,Male,NIGERIA,,01/01/2025
2973,,22,male,ng,user2973mail.com,01/01/2025
2974,,22,M,US,,01/01/2025
2975,,Thirty,M,USA,user2975mail.com,01/01/2025
2975,John Doe 2976,Thirty,F,Nigeria,user2976@mail.com,
2977,John Doe 2977,250,,US,,yesterday
2978,,250,male,NIGERIA,,yesterday
2978,,35,male,United States,,01/01/2025
2980,JOHN DOE 2980,35,,Nigeria,,01/01/2025
2981,,-5,M,Nigeria,,
2982,,45,F,U.S.A,user2982@mail.com,01/01/2025
2983, john doe 2983 ,Thirty,,US,user2983@mail.com,01/01/2025
2984,,35,female,Nigeria,USER2984@MAIL.COM,01/01/2025
2985, john doe 2985 ,22,female,USA,user2985mail.com,yesterday
2985,JOHN DOE 2986,Thirty,Female,NIGERIA,USER2986@MAIL.COM,01/01/2025
2987,,45,Female,NIGERIA,user2987@mail.com,01/01/2025
2988, john doe 2988 ,22,Female,USA,user2988mail.com,01/01/2025
2989, john doe 2989 ,35,,United States,user2989mail.com,01/01/2025
2990, john doe 2990 ,45,Female,USA,USER2990@MAIL.COM,01/01/2025
2990,JOHN DOE 2991,22,,U.S.A,,01/01/2025
2992,John Doe 2992,45,Female,ng,,
2992,JOHN DOE 2993,-5,male,Nigeria,,01/01/2025
2994,John Doe 2994,Thirty,Male,NIGERIA,USER2994@MAIL.COM,01/01/2025
2994,John Doe 2995,-5,female,United States,,01/01/2025
2996,,Thirty,Female,USA,user2996@mail.com,yesterday
2997,,,female,USA,,
2997, john doe 2998 ,35,male,ng,USER2998@MAIL.COM,01/01/2025
2998,,22,Male,U.S.A,,yesterday
2999,,-5,Male,United States,USER3000@MAIL.COM,
3001,John Doe 3001,250,,U.S.A,user3001mail.com,01/01/2025
3002,,45,female,U.S.A,user3002@mail.com,
3002,,35,female,Nigeria,USER3003@MAIL.COM,01/01/2025
3003,JOHN DOE 3004,22,female,NIGERIA,,
3005,,35,M,ng,USER3005@MAIL.COM,
3006,,,male,USA,user3006mail.com,01/01/2025
3007, john doe 3007 ,,,NIGERIA,USER3007@MAIL.COM,yesterday
3008,JOHN DOE 3008,Thirty,M,USA,,01/01/2025
3008,,Thirty,male,NIGERIA,,
3010, john doe 3010 ,Thirty,female,ng,user3010@mail.com,
3011, john doe 3011 ,35,F,ng,USER3011@MAIL.COM,01/01/2025
3012,,35,F,NIGERIA,user3012@mail.com,yesterday
3013, john doe 3013 ,35,female,US,user3013@mail.com,01/01/2025
3014,John Doe 3014,Thirty,F,ng,,
3014,John Doe 3015,45,female,U.S.A,,
3016,,45,,United States,,yesterday
3017, john doe 3017 ,45,Female,United States,user3017mail.com,
3018,,-5,,ng,user3018@mail.com,
3019,JOHN DOE 3019,35,male,US,user3019mail.com,yesterday
3020,John Doe 3020,250,Male,Nigeria,user3020mail.com,yesterday
3021,JOHN DOE 3021,35,,Nigeria,USER3021@MAIL.COM,yesterday
3022,,-5,,U.S.A,,01/01/2025
3023, john doe 3023 ,22,,ng,user3023mail.com,01/01/2025
3024,JOHN DOE 3024,,male,U.S.A,USER3024@MAIL.COM,
3025,JOHN DOE 3025,22,female,NIGERIA,,01/01/2025
3026, john doe 3026 ,-5,male,U.S.A,user3026mail.com,yesterday
3027,John Doe 3027,-5,,US,,01/01/2025
3028,John Doe 3028,22,male,United States,,yesterday
3029, john doe 3029 ,22,male,U.S.A,,
3030,,45,F,US,USER3030@MAIL.COM,yesterday
3031, john doe 3031 ,-5,,U.S.A,user3031mail.com,
3032,John Doe 3032,-5,Female,NIGERIA,USER3032@MAIL.COM,01/01/2025
3032,JOHN DOE 3033,Thirty,M,US,,
3033, john doe 3034 ,250,,United States,user3034mail.com,
3035, john doe 3035 ,-5,Male,USA,user3035mail.com,01/01/2025
3036,JOHN DOE 3036,,M,ng,,01/01/2025
3037,JOHN DOE 3037,45,Male,USA,user3037@mail.com,01/01/2025
3037, john doe 3038 ,Thirty,M,USA,user3038mail.com,01/01/2025
3039,,Thirty,Female,USA,,01/01/2025
3040, john doe 3040 ,250,male,ng,USER3040@MAIL.COM,
3041,,35,Male,US,user3041@mail.com,01/01/2025
3041,,45,F,NIGERIA,USER3042@MAIL.COM,
3043,John Doe 3043,250,M,Nigeria,,01/01/2025
3044, john doe 3044 ,Thirty,F,Nigeria,user3044mail.com,01/01/2025
3045, john doe 3045 ,35,M,NIGERIA,,01/01/2025
3046,,250,M,USA,user3046mail.com,yesterday
3046, john doe 3047 ,,F,US,USER3047@MAIL.COM,01/01/2025
3047,,22,F,USA,,
3049,John Doe 3049,250,,USA,,01/01/2025
3049,,-5,male,ng,,01/01/2025
3051,,22,male,USA,,01/01/2025
3052,,22,F,NIGERIA,,01/01/2025
3053,John Doe 3053,,,NIGERIA,,yesterday
3054,,-5,Female,U.S.A,,yesterday
3055, john doe 3055 ,35,Female,NIGERIA,USER3055@MAIL.COM,01/01/2025
3056,,22,male,ng,,yesterday
3057, john doe 3057 ,45,M,NIGERIA,USER3057@MAIL.COM,01/01/2025
3058,,22,,US,,yesterday
3059,JOHN DOE 3059,Thirty,Male,United States,USER3059@MAIL.COM,
3060,John Doe 3060,,male,Nigeria,user3060@mail.com,yesterday
3060,,45,male,ng,USER3061@MAIL.COM,01/01/2025
3061,JOHN DOE 3062,35,female,ng,user3062@mail.com,yesterday
3063,John Doe 3063,Thirty,male,US,,01/01/2025
3063,John Doe 3064,250,female,NIGERIA,,01/01/2025
3064,JOHN DOE 3065,-5,male,U.S.A,user3065mail.com,
3066,JOHN DOE 3066,45,female,Nigeria,user3066@mail.com,01/01/2025
3067,JOHN DOE 3067,22,,NIGERIA,user3067mail.com,01/01/2025
3068,,,F,U.S.A,,yesterday
3069,,Thirty,male,Nigeria,,01/01/2025
3070,,250,,U.S.A,USER3070@MAIL.COM,01/01/2025
3070,John Doe 3071,,M,USA,user3071mail.com,01/01/2025
3071, john doe 3072 ,Thirty,Male,USA,,
3073, john doe 3073 ,Thirty,male,US,user3073mail.com,01/01/2025
3074,,35,,Nigeria,,
3074,,22,,US,user3075@mail.com,01/01/2025
3075,,-5,Female,USA,,01/01/2025
3077,,Thirty,,NIGERIA,user3077@mail.com,
3078,,250,,NIGERIA,,
3079, john doe 3079 ,,Female,NIGERIA,,yesterday
3080,John Doe 3080,250,male,NIGERIA,,yesterday
3081, john doe 3081 ,22,F,US,USER3081@MAIL.COM,01/01/2025
3082,John Doe 3082,35,male,Nigeria,user3082@mail.com,yesterday
3083,JOHN DOE 3083,-5,,U.S.A,user3083mail.com,
3084,,22,Male,USA,USER3084@MAIL.COM,
3084,,45,female,Nigeria,,
3085,JOHN DOE 3086,250,,Nigeria,,yesterday
3087,,,Female,United States,user3087mail.com,
3088,JOHN DOE 3088,,F,USA,user3088@mail.com,
3089,JOHN DOE 3089,45,Female,United States,USER3089@MAIL.COM,01/01/2025
3089,JOHN DOE 3090,250,,Nigeria,USER3090@MAIL.COM,
3090,John Doe 3091,22,F,US,,
3092,JOHN DOE 3092,35,Male,NIGERIA,user3092mail.com,
3093, john doe 3093 ,45,F,USA,USER3093@MAIL.COM,01/01/2025
3093,,Thirty,Female,United States,user3094mail.com,01/01/2025
3095,JOHN DOE 3095,250,female,Nigeria,,yesterday
3095,JOHN DOE 3096,45,,NIGERIA,,01/01/2025
3097,JOHN DOE 3097,,female,ng,user3097mail.com,01/01/2025
3098,JOHN DOE 3098,,male,ng,user3098mail.com,01/01/2025
3098,,250,Female,ng,,01/01/2025
3100,JOHN DOE 3100,250,,U.S.A,USER3100@MAIL.COM,yesterday
3100,JOHN DOE 3101,22,M,US,USER3101@MAIL.COM,01/01/2025
3102,,-5,M,Nigeria,,01/01/2025
3103,John Doe 3103,35,M,USA,user3103@mail.com,
3104,John Doe 3104,Thirty,M,USA,,01/01/2025
3104,JOHN DOE 3105,45,F,US,user3105mail.com,
3106,JOHN DOE 3106,-5,M,ng,USER3106@MAIL.COM,01/01/2025
3107,John Doe 3107,22,female,U.S.A,,
3108,,22,M,NIGERIA,,01/01/2025
3109,John Doe 3109,35,F,USA,USER3109@MAIL.COM,01/01/2025
3110,,45,,ng,user3110mail.com,
3111,JOHN DOE 3111,250,F,NIGERIA,,01/01/2025
3111,John Doe 3112,250,Female,USA,user3112mail.com,yesterday
3113, john doe 3113 ,45,F,United States,,01/01/2025
3114,John Doe 3114,35,F,USA,USER3114@MAIL.COM,yesterday
3115, john doe 3115 ,,,US,USER3115@MAIL.COM,01/01/2025
3116, john doe 3116 ,45,,U.S.A,USER3116@MAIL.COM,yesterday
3116, john doe 3117 ,Thirty,male,USA,user3117mail.com,01/01/2025
3117,,-5,,ng,,01/01/2025
3119,,,F,NIGERIA,USER3119@MAIL.COM,yesterday
3119,,22,M,ng,user3120@mail.com,
3120,JOHN DOE 3121,22,,U.S.A,USER3121@MAIL.COM,01/01/2025
3122, john doe 3122 ,,F,USA,USER3122@MAIL.COM,01/01/2025
3123,John Doe 3123,35,M,ng,,yesterday
3123,,45,M,United States,user3124mail.com,01/01/2025
3125, john doe 3125 ,35,M,Nigeria,USER3125@MAIL.COM,01/01/2025
3126,John Doe 3126,35,F,United States,,01/01/2025
3127, john doe 3127 ,22,Female,USA,USER3127@MAIL.COM,01/01/2025
3128,,-5,,USA,user3128@mail.com,
3128,JOHN DOE 3129,,Male,United States,,01/01/2025
3129,,250,F,ng,user3130mail.com,01/01/2025
3131, john doe 3131 ,45,F,US,user3131@mail.com,01/01/2025
3132, john doe 3132 ,Thirty,female,ng,,01/01/2025
3133,John Doe 3133,35,female,NIGERIA,USER3133@MAIL.COM,01/01/2025
3134,,45,,USA,,01/01/2025
3135,,Thirty,M,US,USER3135@MAIL.COM,yesterday
3136,JOHN DOE 3136,22,,ng,,yesterday
3136,John Doe 3137,,,NIGERIA,,yesterday
3138,,22,M,U.S.A,user3138@mail.com,
3139,,35,,US,,01/01/2025
3140,,,male,US,USER3140@MAIL.COM,yesterday
3141,,,F,United States,,yesterday
3142,,Thirty,M,US,,01/01/2025
3143,,250,male,ng,USER3143@MAIL.COM,01/01/2025
3144,John Doe 3144,22,Male,USA,,
3145, john doe 3145 ,Thirty,F,NIGERIA,,
3146,John Doe 3146,-5,Male,ng,,yesterday
3147, john doe 3147 ,250,M,U.S.A,user3147@mail.com,yesterday
3148, john doe 3148 ,250,F,NIGERIA,user3148@mail.com,
3149, john doe 3149 ,35,M,United States,,yesterday
3150, john doe 3150 ,250,,US,USER3150@MAIL.COM,01/01/2025
3151,JOHN DOE 3151,35,M,USA,,01/01/2025
3151,JOHN DOE 3152,Thirty,female,Nigeria,,01/01/2025
3153,John Doe 3153,Thirty,Female,US,user3153mail.com,yesterday
3154,,,Male,U.S.A,,
3155,John Doe 3155,45,,USA,USER3155@MAIL.COM,01/01/2025
3156,,Thirty,,ng,,yesterday
3157,,,F,US,,
3158,,Thirty,M,United States,,01/01/2025
3159,,Thirty,F,United States,USER3159@MAIL.COM,yesterday
3160,,-5,,U.S.A,USER3160@MAIL.COM,01/01/2025
3161,,35,Male,United States,user3161@mail.com,
3162,,22,M,ng,,01/01/2025
3163,JOHN DOE 3163,250,M,US,,yesterday
3164,John Doe 3164,45,,US,user3164@mail.com,01/01/2025
3165,JOHN DOE 3165,,,US,,01/01/2025
3165, john doe 3166 ,Thirty,,US,,yesterday
3167,John Doe 3167,-5,,USA,user3167mail.com,yesterday
3168,,45,male,US,USER3168@MAIL.COM,01/01/2025
3169,,,Male,USA,user3169mail.com,01/01/2025
3170,John Doe 3170,,male,US,USER3170@MAIL.COM,01/01/2025
3171,John Doe 3171,45,female,Nigeria,user3171@mail.com,yesterday
3172,,250,,Nigeria,,
3173,John Doe 3173,22,male,Nigeria,user3173mail.com,yesterday
3174,,45,female,ng,USER3174@MAIL.COM,01/01/2025
3175,,35,,United States,,
3176,JOHN DOE 3176,250,F,ng,,
3177,,Thirty,female,ng,user3177@mail.com,
3178, john doe 3178 ,45,M,USA,,01/01/2025
3178, john doe 3179 ,35,male,US,USER3179@MAIL.COM,01/01/2025
3180,John Doe 3180,22,female,US,,yesterday
3181,John Doe 3181,45,,Nigeria,,01/01/2025
3182,,,,US,,yesterday
3183, john doe 3183 ,250,Female,USA,,01/01/2025
3184, john doe 3184 ,-5,,United States,user3184@mail.com,01/01/2025
3185,John Doe 3185,22,F,US,USER3185@MAIL.COM,yesterday
3186,,-5,Female,ng,user3186@mail.com,01/01/2025
3187,John Doe 3187,45,M,U.S.A,USER3187@MAIL.COM,01/01/2025
3188,JOHN DOE 3188,250,M,United States,,01/01/2025
3189,John Doe 3189,-5,,Nigeria,,01/01/2025
3189,,35,Female,US,,01/01/2025
3190, john doe 3191 ,35,,United States,user3191@mail.com,yesterday
3192,,,,US,,
3193, john doe 3193 ,-5,female,ng,user3193@mail.com,01/01/2025
3194, john doe 3194 ,35,M,US,USER3194@MAIL.COM,01/01/2025
3195,,,Female,U.S.A,USER3195@MAIL.COM,
3196,,-5,F,NIGERIA,user3196@mail.com,
3196,,-5,male,NIGERIA,user3197@mail.com,
3198,,35,Male,NIGERIA,,01/01/2025
3199, john doe 3199 ,,male,Nigeria,USER3199@MAIL.COM,
3199,,22,,Nigeria,user3200@mail.com,yesterday
3200,,,Female,Nigeria,user3201mail.com,yesterday
3201, john doe 3202 ,Thirty,Male,NIGERIA,USER3202@MAIL.COM,
3202,JOHN DOE 3203,Thirty,,Nigeria,,01/01/2025
3204,,,male,US,user3204mail.com,
3205,JOHN DOE 3205,250,M,U.S.A,user3205mail.com,01/01/2025
3206,,Thirty,Male,ng,,yesterday
3207,,,Male,United States,user3207mail.com,
3208,,-5,,Nigeria,user3208mail.com,01/01/2025
3208,,250,,United States,user3209@mail.com,01/01/2025
3209,JOHN DOE 3210,Thirty,,U.S.A,,yesterday
3211,,45,male,Nigeria,USER3211@MAIL.COM,yesterday
3212,,-5,Female,U.S.A,,yesterday
3213,,Thirty,male,United States,user3213mail.com,01/01/2025
3214,JOHN DOE 3214,45,Male,ng,,01/01/2025
3214,John Doe 3215,45,M,USA,user3215@mail.com,01/01/2025
3215, john doe 3216 ,-5,Male,United States,,yesterday
3217,John Doe 3217,,M,U.S.A,,yesterday
3218,,22,Female,USA,,01/01/2025
3219,JOHN DOE 3219,-5,female,NIGERIA,,01/01/2025
3219,JOHN DOE 3220,,male,Nigeria,user3220mail.com,
3221,John Doe 3221,35,,ng,user3221mail.com,01/01/2025
3222,John Doe 3222,35,Male,NIGERIA,user3222mail.com,
3222,John Doe 3223,250,F,NIGERIA,USER3223@MAIL.COM,01/01/2025
3224,,45,male,Nigeria,user3224mail.com,01/01/2025
3224,,Thirty,female,United States,,01/01/2025
3225,John Doe 3226,Thirty,male,Nigeria,,01/01/2025
3226,John Doe 3227,22,male,NIGERIA,USER3227@MAIL.COM,
3228,John Doe 3228,22,Female,U.S.A,user3228mail.com,yesterday
3229, john doe 3229 ,250,Male,United States,,yesterday
3230,,250,,ng,user3230mail.com,01/01/2025
3231,John Doe 3231,-5,M,ng,USER3231@MAIL.COM,01/01/2025
3232,JOHN DOE 3232,250,,ng,,01/01/2025
3233,,,M,US,USER3233@MAIL.COM,01/01/2025
3234,JOHN DOE 3234,35,Female,NIGERIA,user3234mail.com,
3235,JOHN DOE 3235,-5,female,United States,,yesterday
3236,JOHN DOE 3236,45,Female,Nigeria,,yesterday
3237,John Doe 3237,,Female,Nigeria,USER3237@MAIL.COM,yesterday
3238,,,male,US,user3238mail.com,yesterday
3239, john doe 3239 ,22,M,NIGERIA,,01/01/2025
3240, john doe 3240 ,-5,M,NIGERIA,USER3240@MAIL.COM,01/01/2025
3241,,35,M,NIGERIA,,
3242,,,female,Nigeria,,01/01/2025
3243,,45,F,Nigeria,user3243mail.com,01/01/2025
3244,,Thirty,female,US,user3244mail.com,01/01/2025
3245,John Doe 3245,-5,male,Nigeria,user3245mail.com,
3246,,22,,USA,user3246@mail.com,yesterday
3247,,,Male,U.S.A,user3247mail.com,01/01/2025
3248,,-5,female,U.S.A,,01/01/2025
3249, john doe 3249 ,45,M,U.S.A,,yesterday
3250,,22,F,Nigeria,user3250mail.com,
3251,JOHN DOE 3251,45,Female,USA,user3251mail.com,01/01/2025
3251,,250,Male,US,USER3252@MAIL.COM,01/01/2025
3253,,22,male,NIGERIA,USER3253@MAIL.COM,01/01/2025
3254,,22,,Nigeria,,01/01/2025
3255,JOHN DOE 3255,,M,United States,,
3256,John Doe 3256,45,,US,user3256mail.com,01/01/2025
3257, john doe 3257 ,22,,NIGERIA,user3257mail.com,
3258, john doe 3258 ,45,Female,United States,,01/01/2025
3259,,250,male,U.S.A,,
3260,JOHN DOE 3260,45,,United States,user3260@mail.com,
3260,,35,,Nigeria,user3261@mail.com,yesterday
3262, john doe 3262 ,,,US,,yesterday
3262,,45,F,USA,,01/01/2025
3264,John Doe 3264,22,F,United States,USER3264@MAIL.COM,01/01/2025
3265,JOHN DOE 3265,35,male,NIGERIA,user3265@mail.com,
3266,JOHN DOE 3266,35,female,United States,user3266mail.com,yesterday
3266,,45,,US,,yesterday
3267,JOHN DOE 3268,Thirty,F,ng,,01/01/2025
3269,,22,M,US,user3269@mail.com,
3269,,250,male,ng,USER3270@MAIL.COM,yesterday
3271,,,,USA,,01/01/2025
3272,,250,female,U.S.A,user3272mail.com,01/01/2025
3273, john doe 3273 ,-5,,ng,USER3273@MAIL.COM,
3274,John Doe 3274,35,Female,NIGERIA,user3274@mail.com,01/01/2025
3275,,,male,ng,user3275@mail.com,01/01/2025
3275,,22,female,U.S.A,,01/01/2025
3277,,Thirty,M,ng,user3277@mail.com,
3277,,22,F,U.S.A,USER3278@MAIL.COM,
3278,,35,Female,ng,user3279mail.com,01/01/2025
3280,,250,Male,ng,,01/01/2025
3281, john doe 3281 ,35,,USA,user3281@mail.com,01/01/2025
3282,,22,Male,US,,01/01/2025
3282,JOHN DOE 3283,35,F,U.S.A,user3283@mail.com,01/01/2025
3283,John Doe 3284,250,Male,NIGERIA,,yesterday
3285,,Thirty,male,USA,user3285mail.com,yesterday
3286, john doe 3286 ,45,Female,NIGERIA,,01/01/2025
3286,John Doe 3287,45,,US,,
3288,,22,Female,NIGERIA,user3288mail.com,
3289, john doe 3289 ,45,Female,ng,,01/01/2025
3290,JOHN DOE 3290,250,F,ng,,01/01/2025
3291,JOHN DOE 3291,-5,Female,USA,user3291mail.com,
3291, john doe 3292 ,250,,Nigeria,USER3292@MAIL.COM,yesterday
3293,John Doe 3293,22,,U.S.A,USER3293@MAIL.COM,
3294, john doe 3294 ,,Female,United States,,01/01/2025
3294,John Doe 3295,,M,Nigeria,,
3295,,22,F,US,user3296mail.com,01/01/2025
3297,,,female,U.S.A,user3297@mail.com,
3298,John Doe 3298,22,,U.S.A,USER3298@MAIL.COM,yesterday
3299,,,female,USA,user3299mail.com,01/01/2025
3300, john doe 3300 ,Thirty,Male,US,,01/01/2025
3301,JOHN DOE 3301,35,,United States,USER3301@MAIL.COM,
3302,,,male,U.S.A,user3302mail.com,yesterday
3302,John Doe 3303,250,Female,Nigeria,user3303mail.com,01/01/2025
3304,,-5,Male,United States,,
3305,,Thirty,Male,Nigeria,USER3305@MAIL.COM,01/01/2025
3306,,250,,ng,user3306mail.com,yesterday
3307,John Doe 3307,,Female,ng,user3307mail.com,
3308,,22,,U.S.A,USER3308@MAIL.COM,01/01/2025
3308,,250,male,ng,user3309@mail.com,
3310,John Doe 3310,35,female,US,,01/01/2025
3310, john doe 3311 ,250,,United States,user3311mail.com,01/01/2025
3312, john doe 3312 ,-5,female,ng,,
3313,JOHN DOE 3313,22,Female,NIGERIA,user3313@mail.com,01/01/2025
3314,JOHN DOE 3314,35,,USA,USER3314@MAIL.COM,01/01/2025
3314, john doe 3315 ,45,female,ng,USER3315@MAIL.COM,01/01/2025
3316,John Doe 3316,Thirty,M,ng,USER3316@MAIL.COM,01/01/2025
3317,JOHN DOE 3317,-5,,US,user3317@mail.com,yesterday
3318,John Doe 3318,22,Male,NIGERIA,,yesterday
3319,,35,M,U.S.A,user3319mail.com,01/01/2025
3320,John Doe 3320,250,,NIGERIA,,yesterday
3321, john doe 3321 ,35,female,Nigeria,,01/01/2025
3321, john doe 3322 ,Thirty,,U.S.A,,
3323, john doe 3323 ,35,F,USA,,yesterday
3324, john doe 3324 ,45,Male,U.S.A,USER3324@MAIL.COM,01/01/2025
3324,John Doe 3325,22,Male,USA,USER3325@MAIL.COM,yesterday
3325,,-5,male,NIGERIA,,01/01/2025
3327,,22,M,Nigeria,,
3328,John Doe 3328,35,Male,USA,,yesterday
3329,,,,NIGERIA,USER3329@MAIL.COM,01/01/2025
3330, john doe 3330 ,-5,Male,USA,user3330mail.com,
3330,,45,Male,USA,user3331@mail.com,
3332, john doe 3332 ,45,Male,USA,,01/01/2025
3332,John Doe 3333,35,Male,NIGERIA,,01/01/2025
3334,John Doe 3334,22,Female,Nigeria,,01/01/2025
3334,John Doe 3335,Thirty,,United States,USER3335@MAIL.COM,01/01/2025
3336,John Doe 3336,,female,U.S.A,user3336mail.com,
3337,,22,M,Nigeria,user3337@mail.com,
3338,,45,female,US,,01/01/2025
3339, john doe 3339 ,,female,U.S.A,USER3339@MAIL.COM,01/01/2025
3340, john doe 3340 ,22,,USA,USER3340@MAIL.COM,yesterday
3341, john doe 3341 ,250,female,ng,user3341@mail.com,01/01/2025
3342,,45,female,NIGERIA,,
3343,,250,Male,US,USER3343@MAIL.COM,
3344,JOHN DOE 3344,22,Female,US,,
3345,,250,female,NIGERIA,,01/01/2025
3346,JOHN DOE 3346,45,F,Nigeria,,yesterday
3347,,22,M,USA,user3347@mail.com,01/01/2025
3348,,250,male,US,,
3349,,,,U.S.A,,
3349, john doe 3350 ,35,,United States,user3350@mail.com,01/01/2025
3351,JOHN DOE 3351,-5,female,USA,,01/01/2025
3351,,22,male,Nigeria,user3352@mail.com,
3353,,,M,USA,,yesterday
3354,John Doe 3354,-5,Female,United States,,01/01/2025
3355,JOHN DOE 3355,35,female,Nigeria,user3355mail.com,
3356,,22,M,USA,USER3356@MAIL.COM,
3357,JOHN DOE 3357,-5,M,US,user3357@mail.com,01/01/2025
3358, john doe 3358 ,35,,NIGERIA,USER3358@MAIL.COM,01/01/2025
3359,JOHN DOE 3359,22,Female,ng,USER3359@MAIL.COM,01/01/2025
3360,John Doe 3360,22,,US,user3360mail.com,
3360, john doe 3361 ,250,male,Nigeria,user3361@mail.com,01/01/2025
3362,John Doe 3362,45,male,United States,user3362@mail.com,01/01/2025
3363,,250,M,ng,USER3363@MAIL.COM,01/01/2025
3363, john doe 3364 ,-5,,NIGERIA,,01/01/2025
3364,John Doe 3365,250,F,U.S.A,,01/01/2025
3365,,45,,US,user3366@mail.com,01/01/2025
3367,,,female,NIGERIA,USER3367@MAIL.COM,01/01/2025
3367,John Doe 3368,22,Female,United States,user3368@mail.com,01/01/2025
3369,JOHN DOE 3369,22,F,NIGERIA,user3369mail.com,yesterday
3370,,,female,US,user3370@mail.com,01/01/2025
3371,John Doe 3371,22,F,US,user3371mail.com,01/01/2025
3372,,-5,Male,United States,user3372mail.com,
3373,JOHN DOE 3373,250,female,ng,,
3373, john doe 3374 ,Thirty,Male,USA,user3374@mail.com,01/01/2025
3375,John Doe 3375,,M,NIGERIA,,01/01/2025
3376, john doe 3376 ,Thirty,Female,Nigeria,,yesterday
3377, john doe 3377 ,-5,M,USA,,yesterday
3378,,45,F,US,,01/01/2025
3379, john doe 3379 ,-5,female,US,USER3379@MAIL.COM,yesterday
3379,John Doe 3380,22,female,USA,USER3380@MAIL.COM,01/01/2025
3381,,Thirty,F,USA,,01/01/2025
3381,John Doe 3382,Thirty,M,ng,user3382mail.com,yesterday
3383,JOHN DOE 3383,Thirty,,USA,user3383@mail.com,01/01/2025
3383,,35,Female,USA,user3384mail.com,
3384,John Doe 3385,22,male,US,,01/01/2025
3386,,22,Male,USA,USER3386@MAIL.COM,01/01/2025
3387,,Thirty,,USA,user3387mail.com,01/01/2025
3388,John Doe 3388,Thirty,female,Nigeria,user3388mail.com,01/01/2025
3388,,-5,F,US,user3389mail.com,yesterday
3389,John Doe 3390,45,M,US,,
3391,JOHN DOE 3391,-5,Male,USA,,01/01/2025
3392, john doe 3392 ,22,F,United States,USER3392@MAIL.COM,yesterday
3392, john doe 3393 ,45,Female,U.S.A,,
3394,,-5,M,US,user3394mail.com,01/01/2025
3395,,Thirty,M,United States,,01/01/2025
3395,,Thirty,,U.S.A,,01/01/2025
3397,JOHN DOE 3397,22,,United States,,
3398,,45,,United States,user3398@mail.com,01/01/2025
3399, john doe 3399 ,45,Male,USA,,01/01/2025
3400,,250,,U.S.A,USER3400@MAIL.COM,01/01/2025
3401,JOHN DOE 3401,,female,ng,USER3401@MAIL.COM,yesterday
3402,JOHN DOE 3402,Thirty,,NIGERIA,,01/01/2025
3403, john doe 3403 ,22,F,ng,,yesterday
3404, john doe 3404 ,45,female,Nigeria,USER3404@MAIL.COM,01/01/2025
3404,JOHN DOE 3405,,female,NIGERIA,user3405@mail.com,01/01/2025
3406,,-5,Female,Nigeria,,01/01/2025
3407,,35,Male,ng,,01/01/2025
3408, john doe 3408 ,45,female,Nigeria,,01/01/2025
3409,,250,female,Nigeria,,01/01/2025
3409,,45,Male,U.S.A,user3410@mail.com,01/01/2025
3411, john doe 3411 ,22,M,ng,user3411mail.com,yesterday
3412,JOHN DOE 3412,22,M,US,user3412@mail.com,01/01/2025
3412,John Doe 3413,45,,USA,USER3413@MAIL.COM,
3414,John Doe 3414,Thirty,,USA,user3414@mail.com,01/01/2025
3415,John Doe 3415,Thirty,Female,USA,,
3416,John Doe 3416,22,female,USA,user3416@mail.com,01/01/2025
3417,,,male,US,user3417@mail.com,
3418,,,,ng,,
3419,John Doe 3419,Thirty,,US,user3419mail.com,01/01/2025
3420,John Doe 3420,250,female,ng,,yesterday
3421,John Doe 3421,Thirty,male,USA,USER3421@MAIL.COM,
3422, john doe 3422 ,45,M,NIGERIA,user3422@mail.com,01/01/2025
3422, john doe 3423 ,250,,Nigeria,user3423@mail.com,
3424,,250,Male,NIGERIA,USER3424@MAIL.COM,
3425,,22,,USA,,01/01/2025
3425, john doe 3426 ,35,Female,NIGERIA,,
3427,,-5,male,Nigeria,USER3427@MAIL.COM,
3428, john doe 3428 ,22,,United States,,01/01/2025
